Cust_id,account_length,area_code,phone_number,international_plan,Voice_mail_plan,Number_vmail_messages,Total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
Cust_2769,121,408,419-2369,no,No,0,231.3,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24,1,FALSE
Cust_2770,137,510,382-1227,no,Yes,22,40.9,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1,FALSE
Cust_2771,84,408,409-5749,no,No,0,310.4,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,FALSE
Cust_2772,67,510,362-7951,no,No,0,216.6,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1,FALSE
Cust_2773,161,408,415-3537,no,Yes,29,209.9,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4,TRUE
Cust_2774,134,510,373-3959,no,No,0,234.5,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,TRUE
Cust_2775,62,415,358-1346,yes,Yes,31,103.1,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,TRUE
Cust_2776,120,415,381-8422,no,No,0,279.8,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43,1,FALSE
Cust_2777,130,408,360-9005,no,Yes,41,136.8,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2,0,FALSE
Cust_2778,20,408,344-5967,no,No,0,224.5,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2,FALSE
Cust_2779,68,415,396-6390,no,No,0,160.6,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,FALSE
Cust_2780,112,415,346-5036,no,Yes,37,121.5,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,FALSE
Cust_2781,77,408,328-7252,no,No,0,228.1,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,FALSE
Cust_2782,109,415,360-1745,no,No,0,89.7,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43,2,FALSE
Cust_2783,108,415,358-2046,no,Yes,14,80.2,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3,FALSE
Cust_2784,79,415,344-6935,no,No,0,125.7,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,FALSE
Cust_2785,119,408,401-9665,no,No,0,160.4,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,TRUE
Cust_2786,38,510,399-5291,no,No,0,169.9,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,TRUE
Cust_2787,109,415,409-6588,no,Yes,29,142.3,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43,6,TRUE
Cust_2788,78,415,358-5721,no,No,0,146.2,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1,FALSE
Cust_2789,134,415,414-7446,no,No,0,231.8,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94,0,FALSE
Cust_2790,47,415,329-9517,no,Yes,29,220.7,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2,FALSE
Cust_2791,59,408,415-9553,no,Yes,35,128.2,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,FALSE
Cust_2792,151,415,413-3177,no,No,0,130.2,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,FALSE
Cust_2793,129,415,347-5113,no,Yes,33,209.6,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3,1,FALSE
Cust_2794,107,510,330-2662,no,No,0,215.7,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2,FALSE
Cust_2795,137,408,330-5824,yes,No,0,150.7,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,TRUE
Cust_2796,76,510,411-1261,no,No,0,161.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1,FALSE
Cust_2797,24,415,329-8788,no,Yes,28,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0,FALSE
Cust_2798,169,408,333-7869,no,Yes,39,206.9,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7,2,FALSE
Cust_2799,30,408,399-4800,no,No,0,157.6,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1,FALSE
Cust_2800,70,415,402-2072,no,No,0,175.6,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54,3,FALSE
Cust_2801,52,510,403-6187,yes,No,0,264.7,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97,0,TRUE
Cust_2802,3,408,355-2872,no,Yes,31,282.3,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,FALSE
Cust_2803,38,415,386-2970,no,No,0,193.8,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2,FALSE
Cust_2804,104,415,389-6081,no,Yes,26,266.7,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,FALSE
Cust_2805,27,408,348-7556,no,Yes,36,118.1,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46,1,FALSE
Cust_2806,166,415,334-9163,yes,No,0,176.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,FALSE
Cust_2807,13,408,411-4293,no,No,0,241.9,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,FALSE
Cust_2808,52,408,375-5562,no,No,0,189.5,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,FALSE
Cust_2809,114,415,386-3823,no,No,0,123.1,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13,1,FALSE
Cust_2810,156,408,364-6445,no,No,0,159.1,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95,1,FALSE
Cust_2811,90,415,383-2251,no,No,0,100.1,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,FALSE
Cust_2812,62,415,351-3169,no,No,0,223.2,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2,FALSE
Cust_2813,82,415,413-6380,no,Yes,21,315.6,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2,FALSE
Cust_2814,52,510,380-9674,no,No,0,189.8,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3,FALSE
Cust_2815,146,510,345-2319,no,Yes,29,155.4,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1,FALSE
Cust_2816,120,415,377-5441,no,No,0,154.2,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2,FALSE
Cust_2817,130,415,358-3692,no,No,0,178.8,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,TRUE
Cust_2818,90,408,400-5831,no,No,0,149.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,FALSE
Cust_2819,147,408,357-5995,yes,Yes,32,94.7,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73,1,FALSE
Cust_2820,159,415,391-2159,no,No,0,222.8,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,TRUE
Cust_2821,74,510,398-5954,no,No,0,249.9,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,FALSE
Cust_2822,130,408,385-6175,no,Yes,36,87.2,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,FALSE
Cust_2823,155,408,334-2961,yes,No,0,224.8,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,FALSE
Cust_2824,87,415,405-4303,no,Yes,39,261.2,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48,2,FALSE
Cust_2825,81,415,406-4100,no,Yes,26,196.5,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,TRUE
Cust_2826,99,510,352-4401,no,No,0,167.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,FALSE
Cust_2827,131,510,347-1473,no,No,0,109.6,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,FALSE
Cust_2828,89,510,347-2016,no,Yes,30,276.6,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,TRUE
Cust_2829,123,415,388-8948,yes,Yes,35,186.8,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,TRUE
Cust_2830,130,510,402-5509,no,Yes,28,126.9,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4,1,FALSE
Cust_2831,99,415,367-2598,no,No,0,169.4,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,FALSE
Cust_2832,36,408,370-5001,no,No,0,219.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,FALSE
Cust_2833,87,415,332-3693,no,Yes,27,241.7,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,FALSE
Cust_2834,139,415,403-9766,no,Yes,22,281.1,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13,2,FALSE
Cust_2835,189,510,363-2407,no,Yes,45,281.1,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,FALSE
Cust_2836,96,415,395-9214,no,No,0,137.8,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,FALSE
Cust_2837,112,408,351-8894,no,No,0,148.5,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,FALSE
Cust_2838,75,408,406-5003,no,No,0,194,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1,FALSE
Cust_2839,178,415,398-1332,no,Yes,41,130.9,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,FALSE
Cust_2840,112,415,363-8033,no,No,0,185.3,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,TRUE
Cust_2841,108,415,333-1012,no,No,0,119.1,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,FALSE
Cust_2842,100,510,391-6260,no,No,0,322.5,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,FALSE
Cust_2843,121,510,336-1353,no,No,0,216.2,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,FALSE
Cust_2844,116,415,365-5629,no,Yes,51,283.9,101,10.83,195.8,95,16.64,210.1,87,9.45,10,6,2.7,1,FALSE
Cust_2845,161,415,349-4397,no,Yes,31,125.9,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,FALSE
Cust_2846,19,415,380-3910,yes,No,0,199.6,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,FALSE
Cust_2847,104,415,354-7820,no,Yes,24,212.7,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,FALSE
Cust_2848,119,415,338-9952,yes,No,0,183.6,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,FALSE
Cust_2849,125,415,405-1821,no,Yes,38,163.6,102,38.23,143.8,87,12.22,198.9,105,8.95,8,2,2.16,0,FALSE
Cust_2850,156,510,329-8669,no,No,0,180.9,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,FALSE
Cust_2851,109,415,328-8808,no,Yes,33,270.8,128,23.29,217,116,18.45,182.1,86,8.19,10,5,2.7,2,FALSE
Cust_2852,95,510,409-3018,no,No,0,178.4,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,FALSE
Cust_2853,90,408,421-5994,no,No,0,244.8,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,FALSE
Cust_2854,105,415,354-4448,no,Yes,32,209.9,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,FALSE
Cust_2855,101,510,352-5081,no,No,0,213,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,FALSE
Cust_2856,95,415,401-7803,no,No,0,144.8,96,25.36,260.7,116,22.16,201,120,9.05,8.1,2,2.19,1,FALSE
Cust_2857,123,415,420-6052,no,No,0,135.4,88,34.75,137.5,111,11.69,226,100,10.17,10,4,2.7,0,FALSE
Cust_2858,160,408,352-6084,no,No,0,67.7,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,FALSE
Cust_2859,141,510,388-8583,no,No,0,224.4,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2,1,FALSE
Cust_2860,87,415,415-3158,no,No,0,153.5,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,FALSE
Cust_2861,81,415,402-9304,no,Yes,28,174.4,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,FALSE
Cust_2862,75,415,341-1916,no,No,0,153.8,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,FALSE
Cust_2863,126,408,381-2745,no,Yes,39,175.7,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,FALSE
Cust_2864,28,415,402-5014,no,No,0,155.9,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,FALSE
Cust_2865,153,415,399-8846,no,Yes,34,154.4,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,FALSE
Cust_2866,97,408,328-9267,no,Yes,23,209.7,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,TRUE
Cust_2867,115,408,348-7224,no,No,0,212.1,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3,2,FALSE
Cust_2868,95,408,336-2190,no,Yes,22,152,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,FALSE
Cust_2869,17,415,376-4705,yes,No,0,160.9,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,TRUE
Cust_2870,105,415,381-4076,no,No,0,334.3,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,FALSE
Cust_2871,121,415,348-8464,no,No,0,188.9,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,FALSE
Cust_2872,125,408,412-7020,no,Yes,35,192.6,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,FALSE
Cust_2873,124,415,386-8432,no,No,0,217.3,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,FALSE
Cust_2874,35,408,337-1802,no,Yes,38,169.3,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,FALSE
Cust_2875,134,510,366-1084,no,No,0,216.7,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,TRUE
Cust_2876,123,510,352-4182,no,No,0,246.4,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,FALSE
Cust_2877,124,415,368-5628,no,No,0,156.2,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,FALSE
Cust_2878,133,510,333-8996,no,No,0,146.4,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,FALSE
Cust_2879,185,415,353-2557,no,No,0,167.8,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,FALSE
Cust_2880,1,415,356-8621,no,Yes,11,252.9,68,24.92,172.8,67,14.69,173.8,113,7.82,10,2,2.7,1,FALSE
Cust_2881,107,415,354-6942,no,No,0,201.8,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,FALSE
Cust_2882,91,415,377-9829,no,No,0,94.4,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,FALSE
Cust_2883,178,408,348-4660,yes,No,0,190.4,134,21.17,141.2,78,12,268.2,113,12.07,11.4,2,3.08,2,TRUE
Cust_2884,123,415,410-5199,no,No,0,243.2,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,FALSE
Cust_2885,170,415,397-6542,no,No,0,176.4,44,48.57,167.5,144,14.24,260,97,11.7,8.7,4,2.35,1,TRUE
Cust_2886,135,415,333-4492,no,No,0,178.1,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,FALSE
Cust_2887,85,408,405-9573,no,No,0,201.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,FALSE
Cust_2888,134,415,359-7255,no,Yes,31,174.5,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3,2,FALSE
Cust_2889,148,415,419-5501,no,No,0,205.3,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,FALSE
Cust_2890,93,415,404-4809,no,No,0,143.2,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,TRUE
Cust_2891,138,415,344-6334,no,Yes,27,25.9,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,FALSE
Cust_2892,159,510,400-1899,no,No,0,154.2,98,19.52,192.6,101,16.37,259,108,11.66,12.2,5,3.29,0,FALSE
Cust_2893,103,415,346-5053,no,No,0,322.3,80,23.6,142,108,12.07,183.8,77,8.27,11.8,7,3.19,1,FALSE
Cust_2894,150,408,398-2148,no,No,0,215.6,112,35.67,155,80,13.18,251.5,111,11.32,7.2,6,1.94,0,FALSE
Cust_2895,37,408,347-7675,no,No,0,208.8,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,FALSE
Cust_2896,33,415,411-8956,yes,No,0,245.2,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,FALSE
Cust_2897,55,415,390-3761,no,No,0,98.4,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,FALSE
Cust_2898,134,408,377-3876,no,No,0,217.8,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,FALSE
Cust_2899,107,408,345-2476,no,Yes,29,179.9,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,FALSE
Cust_2900,80,408,337-7879,no,No,0,140.4,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,FALSE
Cust_2901,78,408,361-7283,no,No,0,189,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,TRUE
Cust_2902,85,408,372-4868,no,No,0,155.9,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,TRUE
Cust_2903,61,415,346-8863,no,No,0,199.2,106,42.91,187.8,69,15.96,259.6,137,11.68,10,3,2.7,2,FALSE
Cust_2904,97,415,390-5267,no,No,0,157.1,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,FALSE
Cust_2905,136,408,392-1547,yes,No,0,154.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,FALSE
Cust_2906,135,408,340-8177,no,No,0,166.4,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,FALSE
Cust_2907,87,415,383-4802,no,Yes,19,184.1,122,28.19,186.9,89,15.89,249.7,78,11.24,0,0,0,1,FALSE
Cust_2908,165,510,378-8567,no,No,0,35.1,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,FALSE
Cust_2909,148,415,406-7844,no,Yes,29,179.4,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,TRUE
Cust_2910,99,415,402-9173,no,No,0,216.7,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,FALSE
Cust_2911,123,415,352-3440,no,No,0,151.6,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,FALSE
Cust_2912,127,415,363-1413,yes,No,0,173.6,87,43.61,222.1,101,18.88,156.7,122,7.05,13,3,3.51,1,FALSE
Cust_2913,151,415,394-8861,no,No,0,106.6,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,FALSE
Cust_2914,185,408,358-4036,no,No,0,103.3,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,FALSE
Cust_2915,65,415,392-4680,no,No,0,125.6,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,FALSE
Cust_2916,58,510,354-2762,no,No,0,199.3,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,FALSE
Cust_2917,104,415,371-5811,no,No,0,222.2,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,FALSE
Cust_2918,44,415,387-2014,no,No,0,157.4,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24,0,FALSE
Cust_2919,58,408,411-6598,no,Yes,15,160,112,29.65,265.8,122,22.59,182.4,87,8.21,0,0,0,4,FALSE
Cust_2920,108,415,355-9356,no,No,0,83.5,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,FALSE
Cust_2921,132,510,406-4720,no,Yes,25,134,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,FALSE
Cust_2922,80,415,356-7239,no,Yes,25,176.6,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,FALSE
Cust_2923,162,415,328-8747,no,Yes,35,174.8,98,22.98,242,107,20.57,246.9,96,11.11,10.2,2,2.75,2,FALSE
Cust_2924,110,510,388-9464,no,No,0,221.3,62,16.9,275,86,23.38,212.1,94,9.54,16.7,3,4.51,2,FALSE
Cust_2925,96,415,406-2866,no,No,0,141.1,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,TRUE
Cust_2926,168,408,333-5729,no,Yes,31,166.4,134,27.78,240.1,87,20.41,164,147,7.38,11.6,2,3.13,2,TRUE
Cust_2927,72,510,391-1499,no,No,0,215.9,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,4,TRUE
Cust_2928,125,408,386-8690,no,Yes,31,181.6,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,FALSE
Cust_2929,170,510,391-2231,no,No,0,106.4,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,FALSE
Cust_2930,71,510,332-2275,no,No,0,128.2,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,FALSE
Cust_2931,124,415,340-4028,no,No,0,178.7,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,FALSE
Cust_2932,68,415,363-3486,no,No,0,150.9,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,FALSE
Cust_2933,97,415,418-3181,no,No,0,168,134,35.56,0,0,0,175.4,94,7.89,11.8,6,3.19,1,FALSE
Cust_2934,98,510,351-3316,yes,Yes,35,182.8,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,FALSE
Cust_2935,24,408,369-3626,no,No,0,193.7,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,TRUE
Cust_2936,136,510,353-2763,no,No,0,197.2,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,FALSE
Cust_2937,44,408,358-7165,no,No,0,76.1,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,TRUE
Cust_2938,96,415,353-3223,no,No,0,182.3,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,FALSE
Cust_2939,31,415,338-9044,no,Yes,20,189.3,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,FALSE
Cust_2940,72,415,341-7296,no,Yes,22,160.1,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,FALSE
Cust_2941,24,415,398-4431,no,No,0,220.7,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,FALSE
Cust_2942,112,415,408-5601,no,No,0,211.8,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,FALSE
Cust_2943,117,415,328-5188,yes,No,0,229.7,118,48.86,259.6,84,22.07,153.2,86,6.89,10,3,2.7,1,TRUE
Cust_2944,137,415,329-4474,no,No,0,220.7,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,FALSE
Cust_2945,136,408,357-4573,no,No,0,87.6,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,FALSE
Cust_2946,95,415,341-7112,no,No,0,266.3,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,FALSE
Cust_2947,82,415,400-3147,no,No,0,141.1,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,FALSE
Cust_2948,145,415,378-1936,no,No,0,200.9,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,TRUE
Cust_2949,56,415,347-1640,yes,No,0,96.8,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,FALSE
Cust_2950,155,408,374-9531,yes,No,0,172,146,42.64,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,FALSE
Cust_2951,133,408,380-4374,no,Yes,30,221.4,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,TRUE
Cust_2952,53,415,380-9409,no,No,0,243.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,FALSE
Cust_2953,123,415,387-1116,no,Yes,28,210.5,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,TRUE
Cust_2954,136,415,400-7509,no,No,0,284.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,FALSE
Cust_2955,57,415,403-6225,no,No,0,169.7,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,FALSE
Cust_2956,62,408,382-8274,no,No,0,227.2,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,FALSE
Cust_2957,112,415,354-5764,no,No,0,223.9,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,FALSE
Cust_2958,55,415,387-6912,no,No,0,169.4,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,FALSE
Cust_2959,95,408,384-3413,no,No,0,118.1,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,TRUE
Cust_2960,125,415,367-3950,no,No,0,202.4,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,FALSE
Cust_2961,1,415,396-4254,no,No,0,155.7,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,TRUE
Cust_2962,98,415,333-3010,no,No,0,246.4,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6,TRUE
Cust_2963,105,415,393-1891,no,No,0,189.8,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,FALSE
Cust_2964,113,415,336-9053,no,No,0,167.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,FALSE
Cust_2965,99,408,353-3372,no,No,0,143.2,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,TRUE
Cust_2966,103,415,386-8943,no,Yes,31,82.3,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,FALSE
Cust_2967,177,408,376-9716,no,No,0,165.6,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,FALSE
Cust_2968,149,415,370-8676,no,Yes,20,165.7,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,FALSE
Cust_2969,160,415,360-2329,no,No,0,176.1,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,TRUE
